"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","lo_ci","up_ci","or","or_lci95","or_uci95","adjust.p"
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","MR Egger",3,0.540133792643391,1.27485044418735,0.744871128828309,-1.95857307796382,3.0388406632506,1.71623646663838,0.141059558375444,20.881021061896,2.23461338648493
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Weighted median",3,1.00279479624475,0.189453202853521,1.20259947655637e-07,0.631466518651847,1.37412307383765,2.72588949829705,1.880366150254,3.95160993294972,3.60779842966911e-07
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Inverse variance weighted",3,0.930157299085045,0.270254079385843,0.000577882542586661,0.400459303488792,1.4598552946813,2.53490788494986,1.4925100553111,4.30533647817976,0.00173364762775998
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Simple mode",3,1.15433489048852,0.248489991530472,0.0433488841546186,0.667294507088791,1.64137527388824,3.17191304625473,1.94895729117995,5.16226415967778,0.130046652463856
"10438_19_CSF2RA_CSF2R","ieu-a-8","Coronary heart disease","CSF2RA","Weighted mode",3,1.06294886258707,0.201956303515088,0.0342545405909775,0.667114507697499,1.45878321747665,2.89489506267424,1.94860651162489,4.30072329836745,0.102763621772933
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","MR Egger",3,0.109932192787437,0.0643237065336033,0.337031410357458,-0.0161422720184258,0.236006657593299,1.11620238132063,0.983987316234622,1.26618273986854,1.01109423107237
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Weighted median",3,0.0967394288179116,0.0442447759199872,0.0287819745773397,0.0100196680147366,0.183459189621087,1.10157329796441,1.0100700329611,1.20136593621218,0.0863459237320191
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Inverse variance weighted",3,0.0941662773586463,0.0450299227045891,0.036510730341073,0.00590762885765157,0.182424925859641,1.09874242671746,1.00592511331061,1.20012404929014,0.109532191023219
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Simple mode",3,0.140617903466231,0.0997087600175825,0.293877068968139,-0.054811266168231,0.336047073100692,1.15098477665986,0.946663798580348,1.39940489758815,0.881631206904417
"10600_24_CLGN_CLGN","ieu-a-8","Coronary heart disease","CLGN","Weighted mode",3,0.0984413355943909,0.0471905515637531,0.172282244108393,0.00594785452943478,0.190934816659347,1.10344966927662,1.00596557813791,1.21038055286197,0.516846732325179
"10880_38_FAM163B_F163B","ieu-a-8","Coronary heart disease","FAM163B","MR Egger",5,0.0613392401120854,0.0893701250388954,0.541781578635423,-0.11382620496415,0.23650468518832,1.06325955330215,0.892413039361818,1.266813490866,2.70890789317711
"10880_38_FAM163B_F163B","ieu-a-8","Coronary heart disease","FAM163B","Weighted median",5,0.110619385271907,0.0610321286106805,0.0699123832295298,-0.00900358680502653,0.230242357348841,1.11696969082269,0.991036824110647,1.25890507785737,0.349561916147649
"10880_38_FAM163B_F163B","ieu-a-8","Coronary heart disease","FAM163B","Inverse variance weighted",5,0.118722231647834,0.0551383307362042,0.0313052748074365,0.0106511034048738,0.226793359890794,1.12605709182088,1.01070802833166,1.25457059654819,0.156526374037183
"10880_38_FAM163B_F163B","ieu-a-8","Coronary heart disease","FAM163B","Simple mode",5,0.189748936338629,0.125282826085759,0.204451723949867,-0.0558054027894592,0.435303275466718,1.20894603713386,0.945723153072732,1.54543167940105,1.02225861974933
"10880_38_FAM163B_F163B","ieu-a-8","Coronary heart disease","FAM163B","Weighted mode",5,0.105323403984008,0.0573243859335353,0.140032592528085,-0.00703239244572089,0.217679200413738,1.11106987668312,0.992992276963838,1.2431881893857,0.700162962640425
"10892_8_OSMR_OSMR","ieu-a-8","Coronary heart disease","OSMR","MR Egger",4,-0.278570785757054,0.240493846187013,0.366354566367939,-0.749938724283599,0.192797152769491,0.756864690613567,0.472395498226756,1.21263678855508,1.46541826547176
"10892_8_OSMR_OSMR","ieu-a-8","Coronary heart disease","OSMR","Weighted median",4,-0.204788165322342,0.091304882033527,0.0249029491254318,-0.383745734108055,-0.0258305965366296,0.814819905242595,0.68130463768924,0.974500159328709,0.0996117965017272
"10892_8_OSMR_OSMR","ieu-a-8","Coronary heart disease","OSMR","Inverse variance weighted",4,-0.191955483812586,0.0840147650214645,0.0223255710604104,-0.356624423254656,-0.0272865443705155,0.825343608824678,0.700035365372187,0.973082370296498,0.0893022842416416
"10892_8_OSMR_OSMR","ieu-a-8","Coronary heart disease","OSMR","Simple mode",4,-0.254024679466011,0.13389978438972,0.154067544142228,-0.516468256869863,0.00841889793784062,0.775672658623238,0.596623953989741,1.00845443652098,0.616270176568912
"10892_8_OSMR_OSMR","ieu-a-8","Coronary heart disease","OSMR","Weighted mode",4,-0.228534258894875,0.108044576139549,0.124751201765737,-0.440301628128391,-0.0167668896613587,0.795699036967875,0.643842190876954,0.983372892306469,0.499004807062948
"11239_49_TMPRSS6_TMPS6","ieu-a-8","Coronary heart disease","TMPRSS6","MR Egger",4,-0.189790710869341,0.0628074938454097,0.0942822987903425,-0.312893398806344,-0.0666880229323378,0.827132225614067,0.731327868837465,0.935487006309244,0.37712919516137
"11239_49_TMPRSS6_TMPS6","ieu-a-8","Coronary heart disease","TMPRSS6","Weighted median",4,-0.149984076788831,0.047021165055649,0.00142413568056401,-0.242145560297903,-0.0578225932797588,0.860721681769038,0.784941912857158,0.943817372129723,0.00569654272225604
